,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan
3802,3803,5,Graduate, No,9000000,21300000,14,602,3400000,7700000,35400000,11000000,Approved,57500000,0.4225352112676056
3803,3804,0,Graduate, Yes,9400000,36100000,10,615,21200000,3800000,27400000,9100000,Approved,61500000,0.26038781163434904
3804,3805,5,Graduate, Yes,7400000,23300000,20,482,15700000,3600000,29100000,6800000,Rejected,55200000,0.31759656652360513
3805,3806,0,Graduate, No,6600000,20100000,16,397,19200000,7000000,17200000,8400000,Rejected,51800000,0.3283582089552239
3806,3807,0,Not Graduate, No,1300000,3400000,10,464,1200000,200000,3500000,1400000,Rejected,6300000,0.38235294117647056
3807,3808,0,Graduate, Yes,1100000,3400000,14,832,3200000,200000,4400000,1600000,Approved,9400000,0.3235294117647059
3808,3809,5,Graduate, No,9200000,34800000,12,802,22000000,11000000,19800000,12500000,Approved,65300000,0.26436781609195403
3809,3810,2,Graduate, No,7000000,23900000,18,628,13400000,6600000,25200000,7200000,Approved,52400000,0.2928870292887029
3810,3811,4,Graduate, No,5100000,18800000,10,694,6400000,5300000,13500000,4100000,Approved,29300000,0.2712765957446808
3811,3812,1,Not Graduate, Yes,3200000,9300000,20,741,3800000,3500000,6900000,2300000,Approved,16500000,0.34408602150537637
3812,3813,1,Not Graduate, Yes,3700000,10900000,14,748,3700000,2800000,13200000,4100000,Approved,23800000,0.3394495412844037
3813,3814,5,Graduate, No,3600000,12800000,4,320,2500000,2900000,12600000,2900000,Approved,20900000,0.28125
3814,3815,1,Graduate, No,5600000,11700000,10,774,11000000,4300000,13100000,6500000,Approved,34900000,0.47863247863247865
3815,3816,0,Not Graduate, Yes,9500000,32000000,2,500,8300000,9700000,24500000,5600000,Approved,48100000,0.296875
3816,3817,4,Not Graduate, No,1500000,4000000,18,706,0,2700000,4400000,1700000,Approved,8800000,0.375
3817,3818,4,Not Graduate, No,7400000,18300000,10,601,16400000,12600000,28800000,6100000,Approved,63900000,0.40437158469945356
3818,3819,2,Graduate, No,6000000,17400000,16,806,1800000,2100000,20200000,3500000,Approved,27600000,0.3448275862068966
3819,3820,0,Graduate, Yes,3000000,9600000,6,644,3900000,700000,10500000,3000000,Approved,18100000,0.3125
3820,3821,4,Graduate, Yes,6000000,12900000,14,723,700000,1600000,13600000,4100000,Approved,20000000,0.46511627906976744
3821,3822,5,Graduate, Yes,600000,1500000,12,509,1600000,100000,1900000,800000,Rejected,4400000,0.4
3822,3823,0,Graduate, No,1800000,6600000,4,898,2400000,100000,4600000,1400000,Approved,8500000,0.2727272727272727
3823,3824,2,Graduate, Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000,Approved,30400000,0.4583333333333333
3824,3825,1,Graduate, No,1000000,2100000,6,715,2200000,1000000,2200000,1100000,Approved,6500000,0.47619047619047616
3825,3826,2,Not Graduate, Yes,1700000,3500000,10,854,5000000,2400000,3400000,1700000,Approved,12500000,0.4857142857142857
3826,3827,1,Graduate, Yes,3400000,12300000,8,523,6100000,4700000,8300000,2600000,Rejected,21700000,0.2764227642276423
3827,3828,1,Graduate, Yes,9600000,35900000,8,534,24500000,17700000,31900000,5400000,Rejected,79500000,0.26740947075208915
3828,3829,0,Not Graduate, Yes,2600000,7600000,18,470,700000,700000,5500000,2900000,Rejected,9800000,0.34210526315789475
3829,3830,1,Graduate, No,1600000,3500000,18,619,3200000,100000,6300000,1500000,Approved,11100000,0.45714285714285713
3830,3831,0,Graduate, Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000,Approved,27900000,0.3359375
3831,3832,3,Graduate, No,1400000,3500000,16,365,2600000,2200000,2900000,1600000,Rejected,9300000,0.4
3832,3833,0,Not Graduate, No,8000000,18000000,16,791,13900000,10300000,23400000,10600000,Approved,58200000,0.4444444444444444
3833,3834,4,Not Graduate, Yes,5000000,18100000,12,424,5200000,2000000,14500000,6100000,Rejected,27800000,0.27624309392265195
3834,3835,5,Graduate, No,4500000,10200000,12,726,2900000,8600000,17500000,4200000,Approved,33200000,0.4411764705882353
3835,3836,1,Graduate, No,3400000,9900000,2,736,3900000,4800000,10600000,4500000,Approved,23800000,0.3434343434343434
3836,3837,5,Graduate, Yes,5700000,12800000,14,488,13600000,1000000,13200000,5500000,Rejected,33300000,0.4453125
3837,3838,2,Not Graduate, Yes,2600000,7600000,10,400,6800000,2800000,10100000,3200000,Rejected,22900000,0.34210526315789475
3838,3839,0,Graduate, Yes,4500000,12200000,20,311,11200000,5000000,12700000,2400000,Rejected,31300000,0.36885245901639346
3839,3840,2,Not Graduate, Yes,5100000,16800000,2,504,6400000,2700000,17100000,4400000,Approved,30600000,0.30357142857142855
3840,3841,4,Not Graduate, Yes,5100000,18600000,20,312,9600000,6000000,16500000,5500000,Rejected,37600000,0.27419354838709675
3841,3842,5,Graduate, Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000,Approved,10000000,0.26153846153846155
3842,3843,1,Not Graduate, No,5200000,10500000,20,317,3000000,8000000,19300000,5300000,Rejected,35600000,0.49523809523809526
3843,3844,4,Not Graduate, No,8400000,29000000,2,463,12700000,1100000,20100000,6700000,Approved,40600000,0.2896551724137931
3844,3845,1,Not Graduate, Yes,9000000,34000000,16,842,6300000,16900000,22900000,5800000,Approved,51900000,0.2647058823529412
3845,3846,4,Graduate, Yes,3400000,11800000,20,616,5000000,3300000,9900000,2900000,Approved,21100000,0.288135593220339
3846,3847,1,Not Graduate, No,5400000,19400000,8,800,800000,6100000,19500000,3000000,Approved,29400000,0.27835051546391754
3847,3848,0,Graduate, Yes,700000,2100000,12,813,200000,1300000,2200000,500000,Approved,4200000,0.3333333333333333
3848,3849,2,Graduate, No,7600000,24800000,12,564,14000000,6200000,24700000,6700000,Approved,51600000,0.3064516129032258
3849,3850,2,Not Graduate, No,5000000,14700000,12,837,2200000,7200000,11700000,4800000,Approved,25900000,0.3401360544217687
3850,3851,5,Not Graduate, Yes,2500000,9400000,16,735,0,2200000,9500000,1700000,Approved,13400000,0.26595744680851063
3851,3852,4,Not Graduate, Yes,2000000,5200000,16,724,5200000,3800000,4600000,2800000,Approved,16400000,0.38461538461538464
3852,3853,5,Not Graduate, No,9000000,23900000,12,658,5700000,4600000,32100000,6100000,Approved,48500000,0.37656903765690375
3853,3854,5,Graduate, No,8300000,31800000,16,858,24600000,11100000,26300000,8500000,Approved,70500000,0.2610062893081761
3854,3855,0,Not Graduate, Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000,Approved,20600000,0.36470588235294116
3855,3856,2,Graduate, Yes,8500000,25600000,16,714,11400000,14800000,17200000,5700000,Approved,49100000,0.33203125
3856,3857,2,Graduate, Yes,1200000,4600000,20,605,3600000,1500000,4600000,600000,Approved,10300000,0.2608695652173913
3857,3858,4,Graduate, Yes,2800000,5500000,8,875,6900000,4000000,6000000,3300000,Approved,20200000,0.509090909090909
3858,3859,5,Graduate, Yes,2800000,10900000,6,359,5000000,3300000,7600000,3000000,Rejected,18900000,0.25688073394495414
3859,3860,5,Graduate, Yes,6500000,24100000,6,441,14100000,9600000,15300000,5200000,Rejected,44200000,0.2697095435684647
3860,3861,4,Graduate, No,8700000,25200000,18,790,25000000,9100000,18400000,8400000,Approved,60900000,0.34523809523809523
3861,3862,1,Not Graduate, Yes,5400000,13600000,4,821,11600000,8700000,19900000,5600000,Approved,45800000,0.39705882352941174
3862,3863,2,Not Graduate, No,8600000,33300000,16,375,19600000,11200000,25500000,11200000,Rejected,67500000,0.25825825825825827
3863,3864,3,Graduate, No,4700000,9600000,10,545,5200000,7200000,12000000,5300000,Rejected,29700000,0.4895833333333333
3864,3865,5,Not Graduate, Yes,1100000,3900000,4,891,1100000,200000,3400000,900000,Approved,5600000,0.28205128205128205
3865,3866,0,Graduate, No,6400000,14000000,8,486,5100000,12700000,23900000,3700000,Rejected,45400000,0.45714285714285713
3866,3867,0,Graduate, No,4300000,9900000,4,696,12400000,2100000,17000000,2100000,Approved,33600000,0.43434343434343436
3867,3868,5,Not Graduate, Yes,2900000,11100000,4,683,1700000,3900000,9400000,3300000,Approved,18300000,0.26126126126126126
3868,3869,5,Not Graduate, No,9600000,27100000,8,594,25500000,4600000,26800000,13300000,Approved,70200000,0.35424354243542433
3869,3870,3,Not Graduate, Yes,900000,2500000,20,529,900000,300000,3200000,700000,Rejected,5100000,0.36
3870,3871,5,Not Graduate, No,8100000,26300000,4,429,3600000,8500000,22200000,6900000,Approved,41200000,0.30798479087452474
3871,3872,0,Not Graduate, Yes,8800000,25000000,4,400,11300000,4000000,23600000,9400000,Rejected,48300000,0.352
3872,3873,0,Graduate, No,8800000,17500000,4,848,25400000,8200000,31600000,5100000,Approved,70300000,0.5028571428571429
3873,3874,1,Not Graduate, No,6400000,21500000,6,489,1600000,4600000,17600000,8900000,Rejected,32700000,0.29767441860465116
3874,3875,2,Graduate, No,2900000,6600000,10,326,8600000,2200000,7400000,3400000,Rejected,21600000,0.4393939393939394
3875,3876,5,Graduate, No,1600000,6100000,8,663,3900000,800000,6400000,1200000,Approved,12300000,0.26229508196721313
3876,3877,1,Not Graduate, No,1600000,5100000,18,729,2500000,2000000,6200000,900000,Approved,11600000,0.3137254901960784
3877,3878,2,Graduate, Yes,3100000,10700000,4,398,3100000,3000000,7400000,2000000,Approved,15500000,0.2897196261682243
3878,3879,2,Not Graduate, Yes,5600000,16700000,14,856,400000,10200000,14700000,5200000,Approved,30500000,0.33532934131736525
3879,3880,3,Graduate, Yes,8100000,19900000,20,347,22800000,14400000,29800000,5500000,Rejected,72500000,0.40703517587939697
3880,3881,3,Not Graduate, No,9100000,19300000,12,696,26200000,7700000,30100000,13300000,Approved,77300000,0.47150259067357514
3881,3882,0,Graduate, Yes,5500000,17100000,8,353,400000,200000,17100000,5200000,Rejected,22900000,0.3216374269005848
3882,3883,1,Graduate, Yes,9700000,34300000,20,756,15700000,18500000,26800000,14100000,Approved,75100000,0.282798833819242
3883,3884,4,Graduate, No,2300000,5400000,16,490,6200000,3700000,5500000,2100000,Rejected,17500000,0.42592592592592593
3884,3885,1,Not Graduate, Yes,5600000,18000000,10,531,6500000,9000000,19800000,8400000,Rejected,43700000,0.3111111111111111
3885,3886,2,Not Graduate, Yes,4500000,16600000,4,679,10300000,3100000,11700000,5000000,Approved,30100000,0.2710843373493976
3886,3887,1,Graduate, Yes,500000,1800000,8,877,100000,200000,1100000,600000,Approved,2000000,0.2777777777777778
3887,3888,0,Graduate, No,4200000,11000000,20,817,6700000,2400000,11700000,6100000,Approved,26900000,0.38181818181818183
3888,3889,1,Not Graduate, No,9100000,23300000,18,792,800000,12600000,32100000,12400000,Approved,57900000,0.3905579399141631
3889,3890,4,Graduate, Yes,3200000,12800000,18,664,6300000,3400000,7600000,2100000,Approved,19400000,0.25
3890,3891,4,Graduate, Yes,6200000,21300000,16,882,11800000,3500000,12900000,4100000,Approved,32300000,0.29107981220657275
3891,3892,3,Not Graduate, Yes,2500000,7700000,10,768,4500000,400000,8000000,2600000,Approved,15500000,0.3246753246753247
3892,3893,0,Graduate, No,9100000,27100000,12,787,24300000,2900000,34800000,9500000,Approved,71500000,0.33579335793357934
3893,3894,3,Graduate, Yes,500000,900000,12,538,0,700000,1500000,300000,Rejected,2500000,0.5555555555555556
3894,3895,4,Not Graduate, No,6900000,18000000,8,347,16400000,9300000,18300000,8700000,Rejected,52700000,0.38333333333333336
3895,3896,0,Graduate, Yes,1800000,5200000,16,317,4900000,1500000,4000000,1300000,Rejected,11700000,0.34615384615384615
3896,3897,0,Graduate, Yes,4000000,14500000,2,713,6200000,4900000,12200000,4700000,Approved,28000000,0.27586206896551724
3897,3898,1,Not Graduate, No,3900000,12300000,10,683,1000000,700000,11700000,2400000,Approved,15800000,0.3170731707317073
3898,3899,2,Not Graduate, Yes,8000000,28100000,18,765,24000000,10500000,17700000,8200000,Approved,60400000,0.2846975088967972
3899,3900,5,Graduate, No,900000,3200000,10,803,1600000,1700000,2300000,800000,Approved,6400000,0.28125
3900,3901,0,Graduate, Yes,8200000,29700000,6,405,3900000,800000,23900000,5700000,Rejected,34300000,0.2760942760942761
3901,3902,5,Graduate, No,2300000,4900000,4,529,6200000,3900000,9200000,2000000,Rejected,21300000,0.46938775510204084
3902,3903,5,Graduate, Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000,Approved,42000000,0.3556701030927835
3903,3904,3,Not Graduate, No,8800000,30700000,12,707,15000000,100000,32800000,8000000,Approved,55900000,0.28664495114006516
3904,3905,1,Graduate, No,2600000,7200000,8,349,5900000,1400000,9400000,3000000,Rejected,19700000,0.3611111111111111
3905,3906,1,Graduate, No,3700000,8700000,20,885,6200000,3500000,10900000,2600000,Approved,23200000,0.42528735632183906
3906,3907,2,Graduate, Yes,6200000,23800000,4,489,2900000,7500000,21300000,3300000,Approved,35000000,0.2605042016806723
3907,3908,3,Graduate, Yes,1000000,2600000,6,341,2900000,1700000,3600000,1100000,Rejected,9300000,0.38461538461538464
3908,3909,1,Not Graduate, No,6000000,20000000,12,637,10800000,4300000,20000000,8600000,Approved,43700000,0.3
3909,3910,1,Not Graduate, Yes,9100000,31400000,4,304,14100000,16700000,30200000,9600000,Approved,70600000,0.2898089171974522
3910,3911,1,Graduate, No,1700000,6700000,16,537,4300000,2900000,3500000,1100000,Rejected,11800000,0.2537313432835821
3911,3912,5,Not Graduate, Yes,1700000,4600000,12,503,900000,2200000,4800000,1200000,Rejected,9100000,0.3695652173913043
3912,3913,1,Graduate, No,7100000,14300000,12,720,4600000,500000,27300000,8400000,Approved,40800000,0.4965034965034965
3913,3914,5,Graduate, No,9400000,36800000,10,509,20700000,7400000,22400000,6300000,Rejected,56800000,0.2554347826086957
3914,3915,5,Not Graduate, No,6200000,16400000,6,360,900000,7200000,22400000,6300000,Rejected,36800000,0.3780487804878049
3915,3916,1,Graduate, No,8300000,31800000,16,818,23400000,7400000,32200000,8500000,Approved,71500000,0.2610062893081761
3916,3917,1,Graduate, Yes,8900000,21200000,8,716,5400000,9200000,23800000,7900000,Approved,46300000,0.419811320754717
3917,3918,1,Graduate, Yes,6500000,14800000,12,360,3500000,2100000,15000000,7300000,Rejected,27900000,0.4391891891891892
3918,3919,3,Graduate, Yes,8100000,26700000,10,895,5100000,9800000,17100000,9900000,Approved,41900000,0.30337078651685395
3919,3920,2,Not Graduate, No,4900000,13500000,8,328,10500000,8100000,18300000,3400000,Rejected,40300000,0.362962962962963
3920,3921,4,Graduate, No,9100000,26600000,2,812,23300000,11900000,33100000,10400000,Approved,78700000,0.34210526315789475
3921,3922,3,Graduate, Yes,9000000,33100000,16,456,23800000,7000000,26000000,7100000,Rejected,63900000,0.2719033232628399
3922,3923,4,Graduate, Yes,1300000,3900000,16,566,700000,200000,3400000,1600000,Approved,5900000,0.3333333333333333
3923,3924,1,Not Graduate, No,6700000,25000000,20,598,5300000,12900000,13600000,7000000,Approved,38800000,0.268
3924,3925,5,Not Graduate, No,3200000,9300000,6,656,7000000,3200000,12700000,4200000,Approved,27100000,0.34408602150537637
3925,3926,0,Not Graduate, No,7500000,28700000,2,895,2000000,4100000,21500000,7200000,Approved,34800000,0.2613240418118467
3926,3927,3,Graduate, No,4900000,12800000,14,653,7300000,1000000,13000000,7200000,Approved,28500000,0.3828125
3927,3928,1,Not Graduate, Yes,700000,1800000,16,641,2100000,400000,1600000,900000,Approved,5000000,0.3888888888888889
3928,3929,2,Graduate, No,6400000,16500000,8,544,12100000,6300000,15200000,5400000,Rejected,39000000,0.3878787878787879
3929,3930,0,Not Graduate, Yes,3900000,14100000,20,811,5700000,3600000,10500000,5300000,Approved,25100000,0.2765957446808511
3930,3931,4,Graduate, No,9700000,26900000,10,460,11400000,3900000,31400000,9300000,Rejected,56000000,0.36059479553903345
3931,3932,5,Graduate, Yes,3600000,12500000,12,795,10600000,2700000,11100000,4800000,Approved,29200000,0.288
3932,3933,2,Graduate, Yes,3400000,10300000,4,745,4900000,4000000,10000000,3900000,Approved,22800000,0.3300970873786408
3933,3934,0,Not Graduate, No,9800000,20100000,16,606,6200000,800000,37300000,8700000,Approved,53000000,0.48756218905472637
3934,3935,1,Not Graduate, No,5100000,14200000,6,451,6100000,7600000,11400000,5600000,Rejected,30700000,0.3591549295774648
3935,3936,4,Graduate, Yes,5900000,11800000,8,479,11000000,1200000,15700000,3900000,Rejected,31800000,0.5
3936,3937,5,Graduate, No,1200000,2400000,14,495,1800000,1800000,4100000,1300000,Rejected,9000000,0.5
3937,3938,2,Not Graduate, No,9700000,30200000,14,769,23700000,13600000,26400000,7500000,Approved,71200000,0.3211920529801324
3938,3939,5,Not Graduate, Yes,4700000,11800000,4,639,3600000,700000,9400000,5500000,Approved,19200000,0.3983050847457627
3939,3940,5,Graduate, No,4200000,12500000,18,723,1200000,300000,12900000,6100000,Approved,20500000,0.336
3940,3941,4,Graduate, No,9300000,26100000,16,623,11700000,10500000,21100000,10700000,Approved,54000000,0.3563218390804598
3941,3942,3,Not Graduate, Yes,5300000,20800000,6,487,9700000,3400000,18500000,4200000,Rejected,35800000,0.2548076923076923
3942,3943,0,Graduate, No,7600000,30100000,2,743,20700000,8700000,27600000,9600000,Approved,66600000,0.25249169435215946
3943,3944,2,Graduate, No,6200000,16900000,12,754,2300000,4200000,15300000,7900000,Approved,29700000,0.3668639053254438
3944,3945,0,Graduate, No,8900000,21600000,10,552,2300000,9900000,20700000,11900000,Approved,44800000,0.41203703703703703
3945,3946,4,Not Graduate, Yes,7900000,27300000,10,560,23100000,14400000,28500000,10900000,Approved,76900000,0.2893772893772894
3946,3947,1,Graduate, Yes,3500000,10800000,14,632,6900000,1500000,10900000,4200000,Approved,23500000,0.32407407407407407
3947,3948,2,Graduate, No,5300000,16700000,18,339,4600000,3300000,12000000,4100000,Rejected,24000000,0.31736526946107785
3948,3949,2,Not Graduate, No,1400000,3100000,4,881,3700000,400000,5000000,1100000,Approved,10200000,0.45161290322580644
3949,3950,1,Not Graduate, Yes,9100000,23600000,20,535,2800000,17600000,26400000,4500000,Rejected,51300000,0.3855932203389831
3950,3951,4,Not Graduate, No,4400000,17200000,4,563,4100000,3700000,12700000,2900000,Approved,23400000,0.2558139534883721
3951,3952,5,Not Graduate, No,2800000,8200000,14,615,7400000,3300000,6700000,2700000,Approved,20100000,0.34146341463414637
3952,3953,3,Not Graduate, No,1300000,3300000,8,795,1400000,800000,4600000,1600000,Approved,8400000,0.3939393939393939
3953,3954,4,Graduate, No,8400000,28700000,14,878,23400000,8300000,23900000,8600000,Approved,64200000,0.2926829268292683
3954,3955,5,Graduate, Yes,5300000,14000000,6,633,11800000,4500000,12800000,6100000,Approved,35200000,0.37857142857142856
3955,3956,2,Graduate, No,6000000,13900000,4,533,3000000,9600000,14600000,4100000,Rejected,31300000,0.4316546762589928
3956,3957,2,Not Graduate, Yes,2100000,6800000,12,795,6100000,1900000,7200000,2400000,Approved,17600000,0.3088235294117647
3957,3958,0,Not Graduate, No,4300000,11000000,4,374,7100000,7300000,9300000,4700000,Rejected,28400000,0.39090909090909093
3958,3959,4,Not Graduate, Yes,7300000,22900000,12,848,6300000,2900000,28500000,4100000,Approved,41800000,0.31877729257641924
3959,3960,2,Graduate, No,5200000,16200000,12,890,10500000,9600000,15800000,3900000,Approved,39800000,0.32098765432098764
3960,3961,3,Graduate, No,4700000,9800000,14,444,8200000,300000,15700000,3800000,Rejected,28000000,0.47959183673469385
3961,3962,4,Graduate, No,7800000,28500000,4,803,15500000,11300000,21100000,9800000,Approved,57700000,0.2736842105263158
3962,3963,3,Graduate, Yes,500000,1900000,18,618,-100000,600000,1000000,400000,Approved,1900000,0.2631578947368421
3963,3964,1,Not Graduate, Yes,6000000,20300000,14,845,5000000,7800000,23700000,8700000,Approved,45200000,0.2955665024630542
3964,3965,4,Graduate, No,4800000,10800000,12,833,3000000,4000000,16400000,7100000,Approved,30500000,0.4444444444444444
3965,3966,3,Graduate, Yes,8900000,19300000,12,767,12000000,2200000,24700000,7700000,Approved,46600000,0.46113989637305697
3966,3967,1,Graduate, Yes,1800000,4000000,16,747,700000,200000,4600000,900000,Approved,6400000,0.45
3967,3968,2,Graduate, No,3000000,7000000,4,588,5300000,3400000,11900000,3400000,Approved,24000000,0.42857142857142855
3968,3969,4,Not Graduate, No,7700000,24500000,20,582,9800000,6600000,29100000,6500000,Approved,52000000,0.3142857142857143
3969,3970,1,Not Graduate, No,8300000,20400000,14,348,5600000,12500000,29100000,4700000,Rejected,51900000,0.4068627450980392
3970,3971,4,Not Graduate, No,4200000,9400000,4,726,10000000,8100000,16100000,5500000,Approved,39700000,0.44680851063829785
3971,3972,4,Graduate, Yes,8000000,31200000,6,482,19800000,11500000,22200000,5700000,Rejected,59200000,0.2564102564102564
3972,3973,2,Graduate, Yes,9400000,30000000,16,565,1200000,3900000,28200000,9000000,Approved,42300000,0.31333333333333335
3973,3974,1,Graduate, No,800000,2400000,16,872,2400000,1200000,1900000,900000,Approved,6400000,0.3333333333333333
3974,3975,0,Graduate, Yes,500000,1300000,4,825,600000,0,1800000,200000,Approved,2600000,0.38461538461538464
3975,3976,2,Graduate, Yes,6100000,22300000,8,694,16200000,10900000,22900000,7200000,Approved,57200000,0.273542600896861
3976,3977,3,Graduate, Yes,8500000,30800000,20,448,23000000,1400000,22900000,7900000,Rejected,55200000,0.275974025974026
3977,3978,5,Graduate, Yes,7600000,18000000,12,452,7900000,4300000,23800000,4700000,Rejected,40700000,0.4222222222222222
3978,3979,3,Not Graduate, No,8700000,17900000,12,897,16400000,3500000,31600000,12500000,Approved,64000000,0.4860335195530726
3979,3980,4,Not Graduate, No,9400000,20200000,10,803,24800000,1000000,34400000,4800000,Approved,65000000,0.46534653465346537
3980,3981,1,Not Graduate, Yes,400000,900000,8,828,600000,500000,1500000,300000,Approved,2900000,0.4444444444444444
3981,3982,0,Graduate, No,2700000,7500000,6,832,7700000,1200000,10000000,2500000,Approved,21400000,0.36
3982,3983,1,Not Graduate, Yes,2300000,5500000,6,861,1600000,1200000,4700000,1700000,Approved,9200000,0.41818181818181815
3983,3984,0,Graduate, No,7500000,15900000,2,535,17500000,5700000,23600000,4500000,Rejected,51300000,0.4716981132075472
3984,3985,4,Not Graduate, Yes,7100000,19400000,16,363,17900000,2600000,22600000,4000000,Rejected,47100000,0.36597938144329895
3985,3986,1,Not Graduate, Yes,8800000,28600000,8,631,11000000,13200000,25000000,7700000,Approved,56900000,0.3076923076923077
3986,3987,2,Not Graduate, No,8400000,20700000,6,513,500000,16400000,18800000,7900000,Rejected,43600000,0.4057971014492754
3987,3988,0,Graduate, Yes,4700000,16200000,16,317,12700000,400000,9400000,2500000,Rejected,25000000,0.29012345679012347
3988,3989,1,Graduate, No,6900000,19500000,2,809,6100000,10600000,22900000,9300000,Approved,48900000,0.35384615384615387
3989,3990,3,Not Graduate, No,2400000,8200000,10,531,6800000,1900000,5700000,2000000,Rejected,16400000,0.2926829268292683
3990,3991,1,Not Graduate, Yes,1600000,4800000,14,544,2200000,200000,6200000,1200000,Rejected,9800000,0.3333333333333333
3991,3992,0,Graduate, No,3500000,7800000,14,366,6400000,3000000,13700000,4900000,Rejected,28000000,0.44871794871794873
3992,3993,0,Not Graduate, No,3700000,12700000,14,797,1300000,1100000,12300000,3700000,Approved,18400000,0.29133858267716534
3993,3994,1,Not Graduate, No,3200000,12000000,16,597,6800000,1900000,7700000,2200000,Approved,18600000,0.26666666666666666
3994,3995,2,Not Graduate, Yes,7000000,22500000,12,632,12500000,4600000,20400000,4900000,Approved,42400000,0.3111111111111111
3995,3996,5,Not Graduate, No,9300000,28300000,12,741,7600000,12900000,32400000,5200000,Approved,58100000,0.3286219081272085
3996,3997,0,Not Graduate, No,200000,800000,20,331,300000,0,500000,100000,Rejected,900000,0.25
3997,3998,4,Graduate, No,6900000,16500000,8,426,3900000,5200000,18300000,9000000,Rejected,36400000,0.41818181818181815
3998,3999,3,Not Graduate, No,9000000,26500000,8,533,17100000,12400000,27800000,6000000,Rejected,63300000,0.33962264150943394
3999,4000,1,Not Graduate, No,6900000,22700000,16,394,3800000,4300000,27400000,8700000,Rejected,44200000,0.3039647577092511
4000,4001,0,Graduate, No,7500000,25100000,14,877,21000000,11400000,16900000,10700000,Approved,60000000,0.29880478087649404
4001,4002,5,Not Graduate, No,9200000,28000000,8,527,18700000,7700000,24400000,6400000,Rejected,57200000,0.32857142857142857
4002,4003,1,Graduate, No,4600000,12700000,8,468,10400000,0,14500000,3900000,Rejected,28800000,0.36220472440944884
4003,4004,4,Graduate, Yes,5000000,19600000,18,611,13400000,4400000,14400000,4600000,Approved,36800000,0.25510204081632654
4004,4005,2,Graduate, No,4500000,17200000,6,832,2700000,8500000,10900000,6700000,Approved,28800000,0.2616279069767442
4005,4006,0,Graduate, No,7900000,22700000,18,508,6600000,7000000,31600000,8900000,Rejected,54100000,0.34801762114537443
4006,4007,5,Not Graduate, No,5100000,13500000,20,840,1400000,5300000,14700000,4500000,Approved,25900000,0.37777777777777777
4007,4008,4,Graduate, No,3700000,7600000,14,794,9500000,7300000,12100000,4500000,Approved,33400000,0.4868421052631579
4008,4009,1,Not Graduate, No,5300000,17800000,12,889,15300000,500000,14900000,6800000,Approved,37500000,0.29775280898876405
4009,4010,4,Not Graduate, No,200000,500000,16,765,600000,100000,600000,100000,Approved,1400000,0.4
4010,4011,3,Graduate, Yes,9000000,18600000,16,518,18400000,17600000,28900000,10300000,Rejected,75200000,0.4838709677419355
4011,4012,3,Not Graduate, No,6900000,17100000,4,694,4200000,6100000,27000000,6000000,Approved,43300000,0.40350877192982454
4012,4013,2,Not Graduate, No,700000,2300000,8,663,700000,500000,2800000,1000000,Approved,5000000,0.30434782608695654
4013,4014,0,Graduate, No,2500000,8900000,2,662,4000000,2100000,9700000,3000000,Approved,18800000,0.2808988764044944
4014,4015,0,Not Graduate, No,4600000,14400000,14,642,10100000,8700000,11100000,4800000,Approved,34700000,0.3194444444444444
4015,4016,4,Graduate, No,1000000,3900000,10,701,2200000,1000000,4000000,900000,Approved,8100000,0.2564102564102564
4016,4017,4,Not Graduate, Yes,9200000,30100000,6,632,23700000,6600000,34200000,6200000,Approved,70700000,0.30564784053156147
4017,4018,3,Graduate, Yes,2200000,4400000,2,861,1300000,2600000,4500000,2300000,Approved,10700000,0.5
4018,4019,4,Graduate, Yes,9700000,33300000,12,784,14600000,15800000,37900000,6500000,Approved,74800000,0.2912912912912913
4019,4020,0,Graduate, Yes,5500000,18200000,4,332,8100000,4000000,16400000,5600000,Approved,34100000,0.3021978021978022
4020,4021,4,Not Graduate, Yes,1300000,3400000,2,763,3800000,200000,5100000,1400000,Approved,10500000,0.38235294117647056
4021,4022,1,Not Graduate, Yes,7900000,19100000,2,593,20800000,12200000,26100000,7800000,Approved,66900000,0.41361256544502617
4022,4023,2,Not Graduate, No,4300000,8800000,6,512,7200000,6500000,16900000,2700000,Rejected,33300000,0.48863636363636365
4023,4024,0,Not Graduate, No,3800000,13300000,6,655,9600000,0,8600000,2600000,Approved,20800000,0.2857142857142857
4024,4025,3,Not Graduate, No,8700000,24700000,8,369,4000000,800000,31100000,4800000,Rejected,40700000,0.3522267206477733
4025,4026,3,Graduate, No,1300000,3100000,14,348,1500000,600000,3900000,600000,Rejected,6600000,0.41935483870967744
4026,4027,1,Not Graduate, Yes,6800000,16800000,10,736,2000000,2600000,23800000,5600000,Approved,34000000,0.40476190476190477
4027,4028,1,Not Graduate, No,9100000,24000000,20,353,25100000,9200000,26100000,10900000,Rejected,71300000,0.37916666666666665
4028,4029,0,Graduate, No,3000000,11300000,16,478,5600000,2000000,9800000,2000000,Rejected,19400000,0.26548672566371684
