,Unnamed: 0.1,Unnamed: 0,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan,cibil_bucket,asset_bucket,term_bucket
3333,3333,3333,3334,0,Not Graduate, No,9100000,26400000,6,518,15800000,1100000,35300000,5700000,Rejected,57900000,0.3446969696969697,500-599,250L-10C,5-10
3334,3334,3334,3335,2,Graduate, Yes,900000,2300000,20,367,0,1200000,3400000,1300000,Rejected,5900000,0.391304347826087,300-499,50L-100L,15-20
3335,3335,3335,3336,0,Graduate, Yes,4600000,12000000,12,493,4500000,700000,16200000,3600000,Rejected,25000000,0.3833333333333333,300-499,250L-10C,10-15
3336,3336,3336,3337,2,Graduate, Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000,Rejected,57100000,0.4140969162995594,500-599,250L-10C,10-15
3337,3337,3337,3338,5,Graduate, No,6900000,26500000,16,322,20500000,9800000,17100000,9400000,Rejected,56800000,0.260377358490566,300-499,250L-10C,15-20
3338,3338,3338,3339,2,Graduate, No,300000,900000,8,735,800000,400000,500000,100000,Approved,1800000,0.3333333333333333,700-799,10L-50L,5-10
3339,3339,3339,3340,5,Graduate, Yes,1900000,6700000,2,622,4200000,200000,3900000,1700000,Approved,10000000,0.2835820895522388,600-699,100L-250L,0-5
3340,3340,3340,3341,4,Graduate, Yes,4400000,16400000,6,513,5400000,7500000,13100000,5700000,Rejected,31700000,0.2682926829268293,500-599,250L-10C,5-10
3341,3341,3341,3342,4,Not Graduate, Yes,1200000,4100000,16,585,900000,900000,2300000,900000,Approved,5000000,0.2926829268292683,500-599,50L-100L,15-20
3342,3342,3342,3343,1,Graduate, Yes,1000000,3000000,10,813,2900000,500000,3300000,800000,Approved,7500000,0.3333333333333333,800-900,50L-100L,5-10
3343,3343,3343,3344,0,Graduate, No,3100000,10400000,18,622,1300000,5000000,7200000,1600000,Approved,15100000,0.2980769230769231,600-699,100L-250L,15-20
3344,3344,3344,3345,1,Graduate, Yes,2100000,6300000,16,899,2400000,2200000,4400000,2200000,Approved,11200000,0.3333333333333333,800-900,100L-250L,15-20
3345,3345,3345,3346,0,Not Graduate, No,2100000,4700000,2,459,4000000,1300000,8100000,1200000,Rejected,14600000,0.4468085106382978,300-499,100L-250L,0-5
3346,3346,3346,3347,4,Graduate, No,9400000,33300000,18,369,20600000,5600000,32200000,7200000,Rejected,65600000,0.2822822822822823,300-499,250L-10C,15-20
3347,3347,3347,3348,2,Not Graduate, No,9700000,37700000,6,601,300000,3100000,23800000,11800000,Approved,39000000,0.2572944297082228,600-699,250L-10C,5-10
3348,3348,3348,3349,4,Graduate, No,1400000,2700000,18,703,600000,1300000,5400000,900000,Approved,8200000,0.5185185185185185,700-799,50L-100L,15-20
3349,3349,3349,3350,2,Not Graduate, No,4700000,14600000,20,597,8200000,6000000,14100000,6800000,Approved,35100000,0.3219178082191781,500-599,250L-10C,15-20
3350,3350,3350,3351,3,Not Graduate, Yes,4100000,13300000,10,670,1900000,5500000,13200000,6100000,Approved,26700000,0.3082706766917293,600-699,250L-10C,5-10
3351,3351,3351,3352,4,Not Graduate, Yes,1200000,2800000,6,366,3300000,300000,4200000,1400000,Rejected,9200000,0.4285714285714285,300-499,50L-100L,5-10
3352,3352,3352,3353,5,Not Graduate, No,7900000,27800000,16,857,23300000,12500000,17200000,10600000,Approved,63600000,0.2841726618705036,800-900,250L-10C,15-20
3353,3353,3353,3354,2,Not Graduate, No,6600000,15000000,16,401,13600000,6600000,23500000,3300000,Rejected,47000000,0.44,300-499,250L-10C,15-20
3354,3354,3354,3355,0,Not Graduate, No,2200000,8800000,4,437,1600000,2300000,8300000,2000000,Approved,14200000,0.25,300-499,100L-250L,0-5
3355,3355,3355,3356,3,Not Graduate, No,5500000,17600000,8,882,5800000,7800000,20300000,3100000,Approved,37000000,0.3125,800-900,250L-10C,5-10
3356,3356,3356,3357,4,Graduate, No,5100000,15500000,8,392,6700000,8100000,13600000,6700000,Rejected,35100000,0.3290322580645161,300-499,250L-10C,5-10
3357,3357,3357,3358,2,Not Graduate, Yes,3900000,7700000,10,421,9700000,7500000,14100000,2100000,Rejected,33400000,0.5064935064935064,300-499,250L-10C,5-10
3358,3358,3358,3359,5,Graduate, No,200000,400000,6,722,300000,300000,400000,100000,Approved,1100000,0.5,700-799,10L-50L,5-10
3359,3359,3359,3360,4,Graduate, No,5800000,14700000,10,692,2300000,10100000,17700000,3900000,Approved,34000000,0.3945578231292517,600-699,250L-10C,5-10
3360,3360,3360,3361,5,Not Graduate, No,8300000,20700000,2,537,8400000,14300000,19700000,7800000,Rejected,50200000,0.4009661835748792,500-599,250L-10C,0-5
3361,3361,3361,3362,5,Graduate, Yes,2600000,5500000,8,676,6700000,800000,7200000,1300000,Approved,16000000,0.4727272727272727,600-699,100L-250L,5-10
3362,3362,3362,3363,1,Graduate, No,2100000,8100000,6,817,4600000,2900000,4900000,2900000,Approved,15300000,0.2592592592592592,800-900,100L-250L,5-10
3363,3363,3363,3364,4,Not Graduate, No,3900000,10800000,20,433,4700000,1600000,14500000,2300000,Rejected,23100000,0.3611111111111111,300-499,100L-250L,15-20
3364,3364,3364,3365,1,Graduate, Yes,5200000,16300000,6,524,11000000,3400000,20700000,4600000,Rejected,39700000,0.3190184049079754,500-599,250L-10C,5-10
3365,3365,3365,3366,3,Not Graduate, Yes,7800000,24400000,20,490,6700000,5100000,17700000,4100000,Rejected,33600000,0.319672131147541,300-499,250L-10C,15-20
3366,3366,3366,3367,3,Not Graduate, Yes,5400000,14300000,4,595,4100000,2800000,19300000,4900000,Approved,31100000,0.3776223776223776,500-599,250L-10C,0-5
3367,3367,3367,3368,2,Not Graduate, No,2900000,11000000,2,835,4900000,3200000,11500000,1400000,Approved,21000000,0.2636363636363636,800-900,100L-250L,0-5
3368,3368,3368,3369,4,Graduate, No,7100000,28300000,6,850,5600000,7100000,26000000,9700000,Approved,48400000,0.2508833922261484,800-900,250L-10C,5-10
3369,3369,3369,3370,1,Graduate, Yes,800000,2500000,4,409,1300000,1000000,3100000,900000,Approved,6300000,0.32,300-499,50L-100L,0-5
3370,3370,3370,3371,5,Graduate, Yes,3400000,12800000,10,760,9800000,4300000,11000000,4600000,Approved,29700000,0.265625,700-799,250L-10C,5-10
3371,3371,3371,3372,1,Graduate, Yes,6800000,17600000,14,344,5500000,5600000,18100000,7700000,Rejected,36900000,0.3863636363636363,300-499,250L-10C,10-15
3372,3372,3372,3373,4,Graduate, Yes,7000000,27100000,12,881,8300000,9400000,17200000,9500000,Approved,44400000,0.2583025830258302,800-900,250L-10C,10-15
3373,3373,3373,3374,0,Graduate, Yes,9300000,24500000,10,600,20200000,700000,32600000,5400000,Approved,58900000,0.3795918367346939,600-699,250L-10C,5-10
3374,3374,3374,3375,2,Graduate, No,7500000,19900000,10,790,3500000,13000000,19900000,5900000,Approved,42300000,0.3768844221105528,700-799,250L-10C,5-10
3375,3375,3375,3376,3,Graduate, Yes,8000000,31200000,20,392,7300000,8400000,16000000,6000000,Rejected,37700000,0.2564102564102564,300-499,250L-10C,15-20
3376,3376,3376,3377,5,Graduate, Yes,1600000,4100000,2,748,1400000,1000000,4200000,1000000,Approved,7600000,0.3902439024390244,700-799,50L-100L,0-5
3377,3377,3377,3378,1,Graduate, Yes,6700000,18800000,6,798,8700000,5900000,18000000,6100000,Approved,38700000,0.3563829787234042,700-799,250L-10C,5-10
3378,3378,3378,3379,3,Not Graduate, No,3800000,11400000,4,323,5800000,4000000,9600000,4400000,Approved,23800000,0.3333333333333333,300-499,100L-250L,0-5
3379,3379,3379,3380,1,Not Graduate, Yes,2700000,5400000,6,413,4800000,1500000,6100000,2600000,Rejected,15000000,0.5,300-499,100L-250L,5-10
3380,3380,3380,3381,3,Graduate, No,1300000,2900000,8,733,3800000,1900000,3800000,1800000,Approved,11300000,0.4482758620689655,700-799,100L-250L,5-10
3381,3381,3381,3382,4,Not Graduate, No,3400000,10500000,16,543,3100000,4500000,11100000,4500000,Rejected,23200000,0.3238095238095238,500-599,100L-250L,15-20
3382,3382,3382,3383,3,Graduate, No,3400000,10900000,14,757,5400000,1600000,7700000,3000000,Approved,17700000,0.3119266055045872,700-799,100L-250L,10-15
3383,3383,3383,3384,5,Graduate, Yes,2400000,6800000,8,464,1900000,1300000,9500000,1900000,Rejected,14600000,0.3529411764705882,300-499,100L-250L,5-10
3384,3384,3384,3385,0,Not Graduate, No,1900000,6900000,4,749,2100000,3700000,4300000,2200000,Approved,12300000,0.2753623188405797,700-799,100L-250L,0-5
3385,3385,3385,3386,4,Graduate, No,700000,2200000,6,680,300000,200000,2500000,300000,Approved,3300000,0.3181818181818182,600-699,10L-50L,5-10
3386,3386,3386,3387,1,Not Graduate, No,6900000,20900000,4,574,3200000,1800000,25000000,5200000,Approved,35200000,0.3301435406698564,500-599,250L-10C,0-5
3387,3387,3387,3388,5,Graduate, Yes,300000,800000,18,774,400000,200000,900000,400000,Approved,1900000,0.375,700-799,10L-50L,15-20
3388,3388,3388,3389,3,Not Graduate, No,6000000,18700000,10,387,6600000,6200000,23300000,6700000,Rejected,42800000,0.320855614973262,300-499,250L-10C,5-10
3389,3389,3389,3390,1,Not Graduate, No,4300000,16400000,20,397,6700000,6200000,10200000,5700000,Rejected,28800000,0.2621951219512195,300-499,250L-10C,15-20
3390,3390,3390,3391,4,Graduate, No,5800000,13500000,14,816,13800000,9300000,20400000,7900000,Approved,51400000,0.4296296296296296,800-900,250L-10C,10-15
3391,3391,3391,3392,2,Graduate, Yes,3300000,6700000,8,845,1300000,4600000,12300000,3200000,Approved,21400000,0.4925373134328358,800-900,100L-250L,5-10
3392,3392,3392,3393,2,Not Graduate, No,400000,1500000,4,743,700000,500000,1200000,300000,Approved,2700000,0.2666666666666666,700-799,10L-50L,0-5
3393,3393,3393,3394,5,Not Graduate, No,300000,600000,4,418,500000,200000,700000,200000,Rejected,1600000,0.5,300-499,10L-50L,0-5
3394,3394,3394,3395,1,Not Graduate, No,4200000,10700000,6,466,7400000,7000000,14000000,4700000,Rejected,33100000,0.3925233644859813,300-499,250L-10C,5-10
3395,3395,3395,3396,2,Not Graduate, Yes,600000,2300000,12,335,400000,900000,1200000,400000,Rejected,2900000,0.2608695652173913,300-499,10L-50L,10-15
3396,3396,3396,3397,5,Not Graduate, Yes,4400000,15200000,6,446,9500000,2200000,16700000,5800000,Rejected,34200000,0.2894736842105263,300-499,250L-10C,5-10
3397,3397,3397,3398,0,Graduate, Yes,9200000,29400000,2,868,9200000,13800000,32000000,5300000,Approved,60300000,0.3129251700680272,800-900,250L-10C,0-5
3398,3398,3398,3399,2,Graduate, Yes,6900000,25300000,4,763,9000000,3600000,21300000,5500000,Approved,39400000,0.2727272727272727,700-799,250L-10C,0-5
3399,3399,3399,3400,5,Not Graduate, Yes,5100000,13700000,14,527,12100000,8900000,19400000,4700000,Rejected,45100000,0.3722627737226277,500-599,250L-10C,10-15
3400,3400,3400,3401,4,Graduate, No,3400000,12700000,2,741,3300000,6100000,7700000,3700000,Approved,20800000,0.2677165354330709,700-799,100L-250L,0-5
3401,3401,3401,3402,4,Not Graduate, Yes,8600000,26800000,12,802,7400000,2800000,32100000,11700000,Approved,54000000,0.3208955223880597,800-900,250L-10C,10-15
3402,3402,3402,3403,3,Not Graduate, Yes,9200000,28900000,8,538,13900000,8300000,32400000,4900000,Rejected,59500000,0.3183391003460207,500-599,250L-10C,5-10
3403,3403,3403,3404,5,Graduate, Yes,4800000,16300000,4,523,8800000,2300000,10000000,2800000,Approved,23900000,0.294478527607362,500-599,100L-250L,0-5
3404,3404,3404,3405,4,Not Graduate, No,2800000,8300000,14,381,3200000,1100000,9100000,1500000,Rejected,14900000,0.3373493975903614,300-499,100L-250L,10-15
3405,3405,3405,3406,1,Graduate, Yes,3400000,7000000,4,534,3100000,1600000,13000000,4000000,Rejected,21700000,0.4857142857142857,500-599,100L-250L,0-5
3406,3406,3406,3407,5,Not Graduate, Yes,800000,2200000,14,574,2200000,1200000,1700000,1100000,Approved,6200000,0.3636363636363636,500-599,50L-100L,10-15
3407,3407,3407,3408,1,Not Graduate, No,4100000,11100000,6,405,12000000,2900000,9000000,5900000,Rejected,29800000,0.3693693693693693,300-499,250L-10C,5-10
3408,3408,3408,3409,0,Not Graduate, No,1900000,3800000,16,542,800000,500000,4000000,2100000,Rejected,7400000,0.5,500-599,50L-100L,15-20
3409,3409,3409,3410,5,Graduate, Yes,6700000,25400000,14,820,10300000,8100000,18500000,3900000,Approved,40800000,0.2637795275590551,800-900,250L-10C,10-15
3410,3410,3410,3411,0,Graduate, No,5200000,13400000,2,505,12000000,7900000,20400000,6200000,Rejected,46500000,0.3880597014925373,500-599,250L-10C,0-5
3411,3411,3411,3412,3,Graduate, Yes,6700000,16400000,2,508,4400000,10900000,25300000,9200000,Rejected,49800000,0.4085365853658536,500-599,250L-10C,0-5
3412,3412,3412,3413,1,Not Graduate, Yes,4700000,15000000,20,835,2100000,2500000,10100000,3800000,Approved,18500000,0.3133333333333333,800-900,100L-250L,15-20
3413,3413,3413,3414,0,Not Graduate, No,6000000,22000000,12,826,1400000,2000000,14100000,7000000,Approved,24500000,0.2727272727272727,800-900,100L-250L,10-15
3414,3414,3414,3415,5,Not Graduate, Yes,6500000,18900000,12,427,5100000,1900000,18200000,7800000,Rejected,33000000,0.3439153439153439,300-499,250L-10C,10-15
3415,3415,3415,3416,3,Graduate, No,500000,2000000,12,890,800000,700000,1800000,400000,Approved,3700000,0.25,800-900,10L-50L,10-15
3416,3416,3416,3417,4,Not Graduate, No,5700000,13300000,2,333,9400000,3000000,11800000,8200000,Rejected,32400000,0.4285714285714285,300-499,250L-10C,0-5
3417,3417,3417,3418,4,Not Graduate, Yes,6800000,20000000,12,679,20200000,10900000,26900000,6600000,Approved,64600000,0.34,600-699,250L-10C,10-15
3418,3418,3418,3419,5,Not Graduate, No,3100000,12300000,18,805,4900000,1900000,6100000,2800000,Approved,15700000,0.2520325203252032,800-900,100L-250L,15-20
3419,3419,3419,3420,3,Not Graduate, No,5100000,11000000,16,826,11800000,2900000,12900000,2700000,Approved,30300000,0.4636363636363636,800-900,250L-10C,15-20
3420,3420,3420,3421,1,Not Graduate, Yes,6300000,23900000,10,844,16300000,4900000,16800000,4500000,Approved,42500000,0.2635983263598326,800-900,250L-10C,5-10
3421,3421,3421,3422,5,Graduate, Yes,4400000,14100000,10,663,5300000,4900000,17500000,2600000,Approved,30300000,0.3120567375886525,600-699,250L-10C,5-10
3422,3422,3422,3423,1,Not Graduate, No,8100000,21900000,6,884,15100000,5400000,27500000,6600000,Approved,54600000,0.3698630136986301,800-900,250L-10C,5-10
3423,3423,3423,3424,1,Not Graduate, No,1100000,3700000,2,508,200000,0,2200000,1300000,Approved,3700000,0.2972972972972973,500-599,10L-50L,0-5
3424,3424,3424,3425,0,Graduate, Yes,2400000,6900000,4,581,5100000,4500000,6000000,3400000,Approved,19000000,0.3478260869565217,500-599,100L-250L,0-5
3425,3425,3425,3426,3,Graduate, Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000,Rejected,52100000,0.2661596958174905,300-499,250L-10C,10-15
3426,3426,3426,3427,1,Graduate, Yes,8700000,30000000,12,543,21900000,12700000,30600000,12700000,Rejected,77900000,0.29,500-599,250L-10C,10-15
3427,3427,3427,3428,0,Not Graduate, Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000,Rejected,17700000,0.2777777777777778,300-499,100L-250L,5-10
3428,3428,3428,3429,1,Graduate, Yes,1600000,5300000,4,713,1400000,1400000,4900000,1300000,Approved,9000000,0.3018867924528302,700-799,50L-100L,0-5
3429,3429,3429,3430,5,Not Graduate, Yes,7800000,17300000,16,493,800000,4500000,16300000,9300000,Rejected,30900000,0.4508670520231214,300-499,250L-10C,15-20
3430,3430,3430,3431,2,Not Graduate, No,3700000,9200000,10,819,8500000,2000000,10200000,3100000,Approved,23800000,0.4021739130434782,800-900,100L-250L,5-10
3431,3431,3431,3432,4,Graduate, No,400000,1400000,18,827,-100000,0,900000,600000,Approved,1400000,0.2857142857142857,800-900,10L-50L,15-20
3432,3432,3432,3433,0,Not Graduate, No,4800000,15700000,10,398,4900000,7400000,17100000,6400000,Rejected,35800000,0.3057324840764331,300-499,250L-10C,5-10
3433,3433,3433,3434,0,Graduate, Yes,2900000,7500000,18,692,3200000,300000,7500000,4000000,Approved,15000000,0.3866666666666666,600-699,100L-250L,15-20
3434,3434,3434,3435,5,Graduate, Yes,5000000,14600000,18,509,11800000,2500000,19800000,4900000,Rejected,39000000,0.3424657534246575,500-599,250L-10C,15-20
3435,3435,3435,3436,0,Graduate, Yes,7600000,18100000,16,439,12800000,5900000,29800000,10600000,Rejected,59100000,0.4198895027624309,300-499,250L-10C,15-20
3436,3436,3436,3437,1,Graduate, No,3000000,9400000,4,622,600000,3500000,9600000,2000000,Approved,15700000,0.3191489361702128,600-699,100L-250L,0-5
3437,3437,3437,3438,3,Not Graduate, Yes,200000,700000,18,526,400000,100000,500000,0,Rejected,1000000,0.2857142857142857,500-599,10L-50L,15-20
3438,3438,3438,3439,5,Not Graduate, Yes,6800000,19000000,8,865,9500000,7200000,25000000,6300000,Approved,48000000,0.3578947368421052,800-900,250L-10C,5-10
3439,3439,3439,3440,5,Not Graduate, Yes,9700000,27400000,2,328,0,18400000,22000000,7900000,Rejected,48300000,0.354014598540146,300-499,250L-10C,0-5
3440,3440,3440,3441,0,Graduate, Yes,1200000,4200000,4,768,2800000,2200000,2800000,1500000,Approved,9300000,0.2857142857142857,700-799,50L-100L,0-5
3441,3441,3441,3442,5,Not Graduate, Yes,7400000,24000000,16,854,4300000,6700000,20600000,8700000,Approved,40300000,0.3083333333333333,800-900,250L-10C,15-20
3442,3442,3442,3443,4,Graduate, No,6900000,20800000,4,839,2600000,2400000,16100000,7400000,Approved,28500000,0.3317307692307692,800-900,250L-10C,0-5
3443,3443,3443,3444,0,Not Graduate, Yes,9100000,23300000,18,414,17700000,2500000,33800000,6400000,Rejected,60400000,0.3905579399141631,300-499,250L-10C,15-20
3444,3444,3444,3445,0,Graduate, Yes,1300000,4700000,16,530,3200000,1000000,3800000,800000,Rejected,8800000,0.2765957446808511,500-599,50L-100L,15-20
3445,3445,3445,3446,3,Graduate, No,6600000,14600000,10,841,15300000,12100000,14800000,6000000,Approved,48200000,0.4520547945205479,800-900,250L-10C,5-10
3446,3446,3446,3447,3,Not Graduate, Yes,1800000,5700000,14,670,5300000,3100000,3500000,2700000,Approved,14600000,0.3157894736842105,600-699,100L-250L,10-15
3447,3447,3447,3448,5,Not Graduate, Yes,8200000,20900000,14,726,11400000,4800000,26000000,8400000,Approved,50600000,0.3923444976076555,700-799,250L-10C,10-15
3448,3448,3448,3449,4,Not Graduate, No,2800000,8300000,14,352,4900000,2600000,7100000,3700000,Rejected,18300000,0.3373493975903614,300-499,100L-250L,10-15
3449,3449,3449,3450,1,Graduate, Yes,7000000,16000000,4,554,13000000,8600000,26600000,7900000,Approved,56100000,0.4375,500-599,250L-10C,0-5
3450,3450,3450,3451,4,Graduate, No,700000,1800000,18,728,400000,1300000,2200000,600000,Approved,4500000,0.3888888888888889,700-799,10L-50L,15-20
3451,3451,3451,3452,0,Not Graduate, No,7400000,25500000,6,463,2300000,5600000,26800000,8400000,Rejected,43100000,0.2901960784313726,300-499,250L-10C,5-10
3452,3452,3452,3453,5,Not Graduate, Yes,2300000,5000000,10,431,300000,3700000,8700000,2900000,Rejected,15600000,0.46,300-499,100L-250L,5-10
3453,3453,3453,3454,1,Graduate, Yes,600000,1900000,8,445,1200000,100000,1600000,300000,Rejected,3200000,0.3157894736842105,300-499,10L-50L,5-10
3454,3454,3454,3455,5,Graduate, No,1000000,3000000,4,896,2800000,1100000,2000000,1100000,Approved,7000000,0.3333333333333333,800-900,50L-100L,0-5
3455,3455,3455,3456,1,Not Graduate, Yes,2200000,5200000,8,420,2900000,100000,5000000,2300000,Rejected,10300000,0.4230769230769231,300-499,100L-250L,5-10
3456,3456,3456,3457,1,Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000,Approved,51500000,0.2588996763754045,300-499,250L-10C,0-5
3457,3457,3457,3458,4,Not Graduate, No,8600000,20900000,10,867,24300000,7200000,23700000,9900000,Approved,65100000,0.4114832535885167,800-900,250L-10C,5-10
3458,3458,3458,3459,3,Not Graduate, Yes,7500000,26000000,2,342,13900000,1900000,26900000,11200000,Approved,53900000,0.2884615384615384,300-499,250L-10C,0-5
3459,3459,3459,3460,5,Not Graduate, Yes,5200000,11800000,18,711,14300000,5100000,15500000,4500000,Approved,39400000,0.4406779661016949,700-799,250L-10C,15-20
3460,3460,3460,3461,2,Not Graduate, No,7900000,20900000,2,723,1700000,1800000,16300000,7100000,Approved,26900000,0.3779904306220095,700-799,250L-10C,0-5
3461,3461,3461,3462,1,Graduate, Yes,4200000,11300000,4,704,4700000,2800000,14900000,4000000,Approved,26400000,0.3716814159292035,700-799,250L-10C,0-5
3462,3462,3462,3463,0,Graduate, No,6500000,20200000,16,842,8300000,12200000,14300000,9600000,Approved,44400000,0.3217821782178218,800-900,250L-10C,15-20
3463,3463,3463,3464,0,Graduate, Yes,7400000,15200000,12,600,6200000,8500000,18800000,4100000,Approved,37600000,0.4868421052631579,600-699,250L-10C,10-15
3464,3464,3464,3465,3,Not Graduate, No,9100000,25600000,12,688,8900000,16300000,27900000,11100000,Approved,64200000,0.35546875,600-699,250L-10C,10-15
3465,3465,3465,3466,0,Not Graduate, No,800000,2300000,16,739,1800000,600000,2000000,400000,Approved,4800000,0.3478260869565217,700-799,10L-50L,15-20
3466,3466,3466,3467,1,Graduate, Yes,800000,2800000,10,798,1300000,1300000,2500000,400000,Approved,5500000,0.2857142857142857,700-799,50L-100L,5-10
3467,3467,3467,3468,5,Graduate, Yes,4100000,9900000,4,319,7600000,7400000,12000000,5500000,Rejected,32500000,0.4141414141414141,300-499,250L-10C,0-5
3468,3468,3468,3469,5,Graduate, Yes,4200000,8700000,6,583,6000000,800000,8500000,2500000,Approved,17800000,0.4827586206896552,500-599,100L-250L,5-10
3469,3469,3469,3470,3,Graduate, Yes,4800000,11500000,12,535,3600000,8000000,15600000,5400000,Rejected,32600000,0.417391304347826,500-599,250L-10C,10-15
3470,3470,3470,3471,3,Not Graduate, Yes,8300000,25900000,8,696,14400000,12200000,23500000,7100000,Approved,57200000,0.3204633204633205,600-699,250L-10C,5-10
3471,3471,3471,3472,4,Not Graduate, No,7600000,23900000,8,672,2500000,1600000,20200000,6700000,Approved,31000000,0.3179916317991632,600-699,250L-10C,5-10
3472,3472,3472,3473,4,Graduate, No,5100000,12300000,20,410,9200000,9200000,18700000,5600000,Rejected,42700000,0.4146341463414634,300-499,250L-10C,15-20
3473,3473,3473,3474,5,Graduate, No,3600000,11600000,14,546,8500000,300000,12000000,4800000,Rejected,25600000,0.3103448275862069,500-599,250L-10C,10-15
3474,3474,3474,3475,3,Not Graduate, Yes,5400000,16800000,16,550,10700000,6400000,13400000,7000000,Approved,37500000,0.3214285714285714,500-599,250L-10C,15-20
3475,3475,3475,3476,5,Not Graduate, No,700000,1400000,4,344,1500000,800000,2600000,300000,Rejected,5200000,0.5,300-499,50L-100L,0-5
3476,3476,3476,3477,2,Not Graduate, Yes,9800000,38200000,10,743,5400000,14800000,24300000,5300000,Approved,49800000,0.256544502617801,700-799,250L-10C,5-10
3477,3477,3477,3478,4,Graduate, No,9700000,36400000,4,772,13800000,11300000,38100000,13500000,Approved,76700000,0.2664835164835165,700-799,250L-10C,0-5
3478,3478,3478,3479,0,Graduate, Yes,9400000,29900000,12,302,12300000,1500000,35700000,8200000,Rejected,57700000,0.31438127090301,300-499,250L-10C,10-15
3479,3479,3479,3480,3,Graduate, Yes,3200000,9100000,18,376,4500000,800000,9000000,1700000,Rejected,16000000,0.3516483516483517,300-499,100L-250L,15-20
3480,3480,3480,3481,0,Graduate, Yes,3700000,11600000,10,747,0,4500000,9000000,3500000,Approved,17000000,0.3189655172413793,700-799,100L-250L,5-10
3481,3481,3481,3482,2,Graduate, Yes,4200000,15800000,6,710,12300000,3700000,12600000,4600000,Approved,33200000,0.2658227848101265,700-799,250L-10C,5-10
3482,3482,3482,3483,2,Not Graduate, No,7000000,24200000,6,892,20600000,500000,21400000,9200000,Approved,51700000,0.2892561983471074,800-900,250L-10C,5-10
3483,3483,3483,3484,3,Not Graduate, No,3200000,11500000,16,492,4800000,2300000,10400000,3200000,Rejected,20700000,0.2782608695652174,300-499,100L-250L,15-20
3484,3484,3484,3485,5,Graduate, No,7900000,17700000,2,559,19700000,2800000,28900000,5400000,Approved,56800000,0.4463276836158192,500-599,250L-10C,0-5
3485,3485,3485,3486,3,Not Graduate, No,2200000,8300000,18,314,1100000,900000,5800000,2000000,Rejected,9800000,0.2650602409638554,300-499,50L-100L,15-20
3486,3486,3486,3487,0,Graduate, Yes,2700000,8400000,6,744,1200000,4100000,7500000,2000000,Approved,14800000,0.3214285714285714,700-799,100L-250L,5-10
3487,3487,3487,3488,5,Not Graduate, No,6800000,18000000,12,690,17800000,11800000,25000000,9300000,Approved,63900000,0.3777777777777777,600-699,250L-10C,10-15
3488,3488,3488,3489,3,Graduate, Yes,6300000,23300000,4,347,18300000,12200000,21100000,8100000,Approved,59700000,0.2703862660944206,300-499,250L-10C,0-5
3489,3489,3489,3490,5,Graduate, Yes,9000000,31400000,2,677,12000000,10800000,20700000,8700000,Approved,52200000,0.286624203821656,600-699,250L-10C,0-5
3490,3490,3490,3491,1,Graduate, No,4700000,15700000,4,468,13300000,5100000,16200000,3600000,Approved,38200000,0.2993630573248407,300-499,250L-10C,0-5
3491,3491,3491,3492,2,Not Graduate, No,8100000,17500000,4,674,10800000,12700000,23200000,9300000,Approved,56000000,0.4628571428571428,600-699,250L-10C,0-5
3492,3492,3492,3493,2,Not Graduate, No,9000000,27300000,14,353,22600000,4400000,26900000,7200000,Rejected,61100000,0.3296703296703296,300-499,250L-10C,10-15
3493,3493,3493,3494,4,Not Graduate, No,3800000,14100000,8,727,3900000,4900000,8200000,5400000,Approved,22400000,0.2695035460992908,700-799,100L-250L,5-10
3494,3494,3494,3495,4,Not Graduate, Yes,8800000,22200000,10,512,6800000,4000000,31900000,9900000,Rejected,52600000,0.3963963963963964,500-599,250L-10C,5-10
3495,3495,3495,3496,3,Not Graduate, Yes,8700000,27200000,18,454,9100000,9300000,30900000,12000000,Rejected,61300000,0.3198529411764705,300-499,250L-10C,15-20
3496,3496,3496,3497,5,Not Graduate, No,5000000,12400000,14,315,7400000,8600000,17000000,4000000,Rejected,37000000,0.4032258064516129,300-499,250L-10C,10-15
3497,3497,3497,3498,0,Not Graduate, Yes,6000000,22700000,10,480,200000,11900000,13700000,8700000,Rejected,34500000,0.2643171806167401,300-499,250L-10C,5-10
3498,3498,3498,3499,2,Graduate, Yes,9100000,24200000,16,685,25600000,1900000,31100000,9100000,Approved,67700000,0.3760330578512397,600-699,250L-10C,15-20
3499,3499,3499,3500,1,Graduate, No,7400000,17900000,6,460,2600000,1300000,25900000,5000000,Rejected,34800000,0.4134078212290503,300-499,250L-10C,5-10
3500,3500,3500,3501,1,Not Graduate, Yes,8300000,28400000,16,704,1400000,11700000,16900000,11400000,Approved,41400000,0.2922535211267605,700-799,250L-10C,15-20
3501,3501,3501,3502,1,Graduate, Yes,7600000,23900000,12,692,500000,12200000,27000000,5000000,Approved,44700000,0.3179916317991632,600-699,250L-10C,10-15
3502,3502,3502,3503,1,Not Graduate, Yes,3500000,9600000,4,398,1700000,6000000,7900000,4600000,Rejected,20200000,0.3645833333333333,300-499,100L-250L,0-5
